id,name,symbol,sector,industry
12487,Impath Inc. Liquidating Trust,IBLTZ,HEALTH CARE,BIOTECHNOLOGY & LIFE SCIENCES
12488,IMPATH INC,IMPHQ,"",""
12489,Impreso Inc,ZCOM,MATERIALS,WOOD & PAPER
12490,CoreCard Corporation,CCRD,INFORMATION TECHNOLOGY,SOFTWARE
12491,Intelligroup Inc,ITIG,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
12492,JPS Industries Inc,JPST,MUTUAL FUND,CONSTRUCTION & ENGINEERING
12493,LVMH Moet Hennessy Louis Vuitton (Unsponsored ADR),LVMUY,CONSUMER DISCRETIONARY,APPAREL & LUXURY GOODS
12494,Milestone Scientific Inc,MLSS,HEALTH CARE,HEALTH CARE SUPPLIES
12495,Mueller (Paul) Co,MUEL,INDUSTRIALS,MACHINERY
12496,OH Art Co,OART,CONSUMER DISCRETIONARY,LEISURE GOODS
12497,Acer Therapeutics Inc,ACER,HEALTH CARE,PHARMACEUTICALS
12498,OPTi Inc,OPTI,INFORMATION TECHNOLOGY,INFORMATION TECHNOLOGY
12499,Pinnacle Data Systems Inc,PNS,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
12500,Reading International Inc,RDIB,CONSUMER DISCRETIONARY,LEISURE FACILITIES
12501,RELIANCE INDS 144A G,RLNIY,"",""
12502,Rolls-Royce Holdings Plc Sponsored ADR,RYCEY,INDUSTRIALS,AEROSPACE & DEFENSE
12503,Sports Club Co. Inc,SCYL,CONSUMER DISCRETIONARY,LEISURE FACILITIES
12504,STAMFORD INDUSTRIAL,STMF,"",""
12505,Swank Inc,SNKI,INDUSTRIALS,DISTRIBUTORS
12506,Tower Financial Corp,TOFC,FINANCE,BANKS & THRIFTS
12507,Trenwick Group Ltd,TWKGQ,FINANCE,INSURANCE
12508,VaxGen Inc,VXGN,"",""
12509,Waxman Industries Inc,WXMN,INDUSTRIALS,DISTRIBUTORS
12510,WisdomTree Inc,WT,FINANCE,GENERAL FINANCE
12511,Creative Technology Ltd,CREAF,INFORMATION TECHNOLOGY,COMPUTERS & PERIPHERALS
12512,APACHE CORP DEP SHS,APAHO,"",""
12513,Flour City International Inc,FCIN,INDUSTRIALS,CONSTRUCTION & ENGINEERING
12514,ALDABRA 2 ACQ CP UT,AII-U1,"",""
12515,ALTERNATIVE ASSET MANAGEMENT ACQUISITION CORP,AMV-U1,"",""
12517,MBF HEALTHCARE ACQUISITION CORP,MBH-U1,"",""
12518,SUN AMERICAN BANCORP *W EXP 05/13/200 DELETED,SAMBW,FINANCE,BANKS
12519,TAILWIND FINANCIAL INC,TNF-U1,"",""
12520,Schering AG ADS,SHR,HEALTH CARE,BIOTECHNOLOGY & LIFE SCIENCES
12521,1st Pacific Bank,FPBN,FINANCE,BANKS & THRIFTS
12522,e.Digital Corp,EDIG,INFORMATION TECHNOLOGY,ELECTRONIC EQUIPMENT
12523,Global Axcess Corporation,GAXCQ,INFORMATION TECHNOLOGY,ELECTRONIC EQUIPMENT
12524,MELDEX INTL PLC ORD,MLGPF,"",""
12526,CHINA HLTHCR ACQ WTS,CHM-WT1,"",""
12527,JACKSONVILLE BANCORP INC FLA COM,JAXB,FINANCE,FINANCE
12528,CMET FIN 144A,CMQTL,"",""
12529,Cinram International Income Fund,CRWFF,FINANCE,BANKS & THRIFTS
12530,CONTRANS INCOME FD TRUST UNITS,CSIUF,"",""
12531,CYPRESS SHPRDG 144A,CYSHY,"",""
12532,FBR CAP MKTS 144A,FBRZL,"",""
12533,Santonia Energy,FAIRF,ENERGY,ENERGY PRODUCERS
12534,Nal Energy Corp,NOIGF,ENERGY,ENERGY
12535,NEW FLYER INDS INC,NFYIF,"",""
12536,NEWALTA INCOME FUND,NALUF,"",""
12537,PINNACLE GAS RS 144A,PNNGY,"",""
12538,PRIMARY ENERGY CORP,PENGD.PK1,"",""
12539,WAJAX INCOME FUND,WJXFF,"",""
12540,Alabama Power Co. 4.92% Series Cumulative Preferred Stock,APRDM,UTILITIES AND TELECOMMUNICATIONS,UTILITIES - ELECTRIC
12541,Arch Capital Group Ltd 7.875% Non-Cumulative Preferred Shares Series B,ACGLPRB,FINANCE,GENERAL FINANCE
12542,Aspen Insurance Holdings Ltd 7.401% Fixed/Adj Perp Non-Cumul Preference Shares,AHLPRA,FINANCE,FINANCE
12543,Axis Capital Holdings Ltd 7.50% Series B Non-cumul Preferred Shares,AXPHF,FINANCE,FINANCE
12544,DAIRY FMRS AM 144A OTC,DRFMP,"",""
12545,Endurance Specialty Holdings Ltd 7.75% Non-Cumul Preferred Shares Series A,ENHPRA,FINANCE,FINANCE
12546,Fannie Mae 5.10% Non-Cumulative Preferred Stock Series E,FNMFM,FINANCE,CONSUMER FINANCE
12547,Federal National Mortgage Association 6.75% Non-Cumulative Preferred Stock Series Q,FNMAI,FINANCE,CONSUMER FINANCE
12548,Fannie Mae Variable Rate Non-Cumulative Preferred Stock Series P,FNMAH,FINANCE,CONSUMER FINANCE
12549,Freddie Mac (Federal Home Loan Mortgage Corp.) 5.81% Perpetual Non-Cumulative Preferred,FMCCO,FINANCE,CONSUMER FINANCE
12550,Franklin Bank Corp. 7.50% Series A Non-cumulative Perpetual Preferred,FBTXQPR,FINANCE,BANKS & THRIFTS
12551,Freddie Mac 6.42% Non-Cumulative Perpetual Preferred Stock,FMCCT,FINANCE,CONSUMER FINANCE
12552,Lehman Brothers Holdings 6.50% Dep Shares Cumul Preferred Stock Series F,LEHMQPRF,FINANCE,GENERAL FINANCE
12553,Morgan Stanley SPARQS 8.50% Whole Foods Market Inc. due 9/20/2007,MW,CONSUMER STAPLES,RETAIL - FOOD & DRUG
12554,Odyssey Re Holdings Corp. Floating Rate Series B Preferred Shares,ORHPRB,FINANCE,INSURANCE
12555,Odyssey Re Holdings Corp. 8.125% Series A Preferred Shares,ORHPRA,FINANCE,INSURANCE
12556,Omega Healthcare Investors Inc,OHI-PD1,"",""
12557,PPL Electric Utilities Corp. 4 1/2% Cumul Preferred Stock,PPLPRB,UTILITIES AND TELECOMMUNICATIONS,UTILITIES - ELECTRIC
12559,Southern Union Co. 7.55% Noncumulative Preferred Stock Series A,SUGPRC,UTILITIES AND TELECOMMUNICATIONS,UTILITIES - GAS
12560,Fannie Mae 5.375% Non-Cumulative Convertible Series 2004-1 Preferred Stock,FNMFO,FINANCE,BANKS
12561,Universal Corp Convertible Preferred,UVVZP,CONSUMER STAPLES,TOBACCO
12562,Fushi Copperweld Inc,FSIN,INDUSTRIALS,ELECTRICAL EQUIPMENT
12563,CAMBRIDGE HEART INC,CAMH,HEALTH CARE,HEALTH CARE SUPPLIES
12564,CIMETRIX INC,CMXX,INFORMATION TECHNOLOGY,INFORMATION TECHNOLOGY
12565,Enterprise National Bank,ENBN,FINANCE,BANKS
12566,BAYOU BEND PETROLEUM LTD (TIER2),BBPMF,"",""
12567,Hathor Exploration Ltd,HTHXF,MATERIALS,MATERIALS
12568,TAPANGO RES LTD (CDA),TPGRF,"",""
12569,Access Worldwide Communications Inc,AWWC,COMMUNICATIONS,INTERNET
12570,Voyant International Corporation,VOYTE,CONSUMER DISCRETIONARY,ENTERTAINMENT
12571,Northeast Investors Trust,NTHEX,MUTUAL FUND,HIGH YIELD BOND
12572,Schwab New York Municipal Money Fund- Investor Shares,SWYXX,MUTUAL FUND,""
12573,Schwab Value Advantage Money Fund- Investor Shares,SWVXX,MUTUAL FUND,""
12574,Matrix Advisors Value Fund- Inc,MAVFX,MUTUAL FUND,LARGE BLEND
12575,Schwab S&P 500 Index Fund,SWPPX,MUTUAL FUND,LARGE BLEND
12576,Centennial Specialty Foods Corp,CHLE,CONSUMER STAPLES,FOOD PRODUCTS
12577,Entertainment Properties Trust 7.75% Series B Cumul Redeem Preferred Shares,EPRPRB,FINANCE,REAL ESTATE & REITS
12578,Merrill Lynch Preferred Capital Trust IV 7.12% Trust Originated Preferred Securities (TOPRS),MERPRE,FINANCE,FINANCE
12579,NB Capital Corp,NBD,"",""
12580,DayStar Technologies Inc,DSTIZ,INFORMATION TECHNOLOGY,SEMICONDUCTORS
12581,DEUTSCHE BK AG ADR,DTBKY,"",""
12582,American International Industries Inc,AMIN,INDUSTRIALS,CONGLOMERATES
12583,Invesco Van Kampen Massachusetts Value Municipal Income Trust,VMV,FINANCE,GENERAL FINANCE
12584,AES TRUST VII TR CONV PFD SECS 10/24/2014Non-Confidential,AESRO,UTILITIES AND TELECOMMUNICATIONS,UTILITIES - ELECTRIC
12585,Apartment Investment & Management 7.875% Class Y Cumul Preferred Stock,AIVPRYY,FINANCE,FINANCE
12586,STR PD 8.5 PROV TR 1,KSA,MUTUAL FUND,INSURANCE
12587,Structured Products CorTS II Provident Finan Tr I 8.20% Certificates,KCC,FINANCE,INSURANCE
12588,FelCor Lodging Trust Inc. Depositary Shares 8.00% Series C,FCHPRC,FINANCE,FINANCE
12589,M/I Homes Inc,MHO+A1,REAL ESTATE,REAL ESTATE MANAGEMENT & DEVELOPMENT
12590,MFA Mortgage Investments 8.50% Series A Cumulative Redeemable Preferred,MFAPRA,FINANCE,REAL ESTATE & REITS
12591,Merrill Lynch Depositor Inc PreferredPlus 8.375% Citizens Commun Certificates CZN-1,PIY,UTILITIES AND TELECOMMUNICATIONS,TELEPHONE
12593,Sunstone Hotel Investors 8.00% Series A Cumulative Redeemable Preferred Stock,SHO+A1,FINANCE,REAL ESTATE & REITS
12594,Dow Jones & Co,DJ,CONSUMER DISCRETIONARY,PUBLISHING
12595,United Commerce Bank (IN),UCBN,FINANCE,BANKS & THRIFTS
12596,Patriot Scientific Corp,PTSC,INFORMATION TECHNOLOGY,INFORMATION TECHNOLOGY
12597,ACNB Corp,ACNB,FINANCE,BANKS
12598,Daleco Resources Corp,DLOV,ENERGY,OIL & GAS PRODUCERS
12600,Orrstown Financial Services Inc,ORRF,FINANCE,BANKS
12601,Midnight Holdings Group Inc,MHGI,CONSUMER DISCRETIONARY,RETAIL - SPECIALTY
12602,Community Capital Bancshares Inc,ALBY,FINANCE,BANKS
12603,B Communications Ltd,BCOMF,UTILITIES AND TELECOMMUNICATIONS,TELEPHONE
12604,Invesco Charter Fund- Class R5,CHTVX,MUTUAL FUND,LARGE BLEND
12605,Bank of America 6.204% Dep Shares Series D Non-cumulative Preferred Stock,BACPRD,FINANCE,BANKS
12606,CIT GROUP INC PFD B,CITQO,"",""
12607,EVERGREEN INSTI TREASURY MONEY MARKET FUND CLASS I,ENTXX,"",""
12608,GENWORTH FINL PFD,GNWTP,"",""
12609,Interstate Power & Light Co. 8.375% Series B Cumulative Preferred,IPLPRB,UTILITIES AND TELECOMMUNICATIONS,UTILITIES - MULTILINE
12610,Meridian Growth Fund-Institutional Class,MRRGX,MUTUAL FUND,MID-CAP GROWTH
12611,Principal Financial Group 6.518% Series B Non-cumul Perp Preferred Stock,PFGPRB,FINANCE,FINANCE
12612,Regions Treasury Money Market,FITXX,"",""
12613,Southern California Edison Co. 6 1/8% Series B Noncumulative Preference Stock,EIXPRN,UTILITIES AND TELECOMMUNICATIONS,UTILITIES - ELECTRIC
12614,SOUTHERN CALIFORNIA EDISON CO PFD,SCEDN,COMMUNICATIONS,TELEPHONE
12615,Sovereign Capital Trust V 7.75% Capital Securities,SOV+B1,FINANCE,BANKS & THRIFTS
12616,VANGUARD EXPLORER FUND-Investor Shares,VEXPX,MUTUAL FUND,SMALL GROWTH
12617,VANGUARD EMERGING MARKETS STOCK INDEX FUND-Admiral Shares,VEMAX,MUTUAL FUND,DIVERSIFIED EMERGING MKTS
12618,Citigroup Global Markets Prin Prot Notes Group of Asian Currencies due 4/28/2008,CAQ,FINANCE,GENERAL FINANCE
12619,Gushan Environmental Energy Ltd,GU,ENERGY,ENERGY PRODUCERS
12620,Gulfstream International Group Inc,GIGIQ,TRANSPORTS,TRANSPORTS
12621,Orchids Paper Products Co,TIS,CONSUMER STAPLES,HOUSEHOLD PRODUCTS
12622,AMB Property Corporation 6.75%,AMB-PM1,"",""
12623,Apartment Investment & Management 7.75% Class U Cumulative Preferred Stock,AIVPRU,FINANCE,REAL ESTATE & REITS
12624,CBL & Associates Properties 7.375% Preferred Stock D,CBLDQ,REAL ESTATE,REAL ESTATE INVESTMENT TRUSTS
12625,Corporate Office Properties Trust 7.625% Cumul Redeem Preferred Shares J,OFCPRJ,FINANCE,REAL ESTATE & REITS
12626,Cousins Properties Inc. 7 1/2% Series B Cumul Redeem Preferred Stock,CUZ+B1,FINANCE,REAL ESTATE & REITS
12627,Developers Diversified Realty 8% Class G Cumulative Redeemable Preferred Shares,DDR+G1,FINANCE,REAL ESTATE & REITS
12628,Digital Realty Trust 7.875% Series B Cumul Redeem Preferred Stock,DLRPRB,FINANCE,REAL ESTATE & REITS
12629,Duke Realty Corp. Depositary Shares 6.5% Cumulative Redeemable Preferred Shares Series K,DRE+K1,FINANCE,REAL ESTATE & REITS
12630,Entertainment Properties Trust 7.375% Series D Cumul Redeem Preferred Shares,EPRPRD,FINANCE,REAL ESTATE & REITS
12631,Equity Residential Properties Trust Depositary Shares each representing 1/10 of a 6.48% Series N,EQRPRN,FINANCE,REAL ESTATE & REITS
12632,First Industrial Realty Trust 7.25% Dep Shares Cumul Preferred Stock J,FR-PRJ1,FINANCE,REAL ESTATE & REITS
12633,Health Care REIT Inc. 7 5/8% Series F Cumulative Redeemable Preferred,HCNPRF,FINANCE,REAL ESTATE & REITS
12634,HRPT PPTY PFD C,HRP-PC1,"",""
12635,Istar Finan F,STAR+F1,REAL ESTATE,REAL ESTATE MANAGEMENT & DEVELOPMENT
12636,Kimco Realty Corp. Depositary Shares of 6.65% Class F Cumulative Redeemable Preferred,KIMPRF,FINANCE,REAL ESTATE & REITS
12637,LaSalle Hotel Properties 7.25% Series G Cumul Redeem Preferred Shares,LHO+G1,FINANCE,REAL ESTATE & REITS
12638,Parkway Properties Inc. 8.00% Series D Cumulative Redeemable Preferred,PKYPRD,FINANCE,REAL ESTATE & REITS
12639,Post Properties Inc. 8 1/2% Series A Cumulative Redeemable Preferred,PPS+A1,REAL ESTATE,REAL ESTATE
12640,Post Properties Inc. 7 5/8% Series B Cumulative Redeemable Preferred Shares,PPSPRB,FINANCE,REAL ESTATE & REITS
12641,ProLogis 6.75% Ser F Cum Red Pf,PLD-PF1,"",""
12642,ProLogis Trust 6 3/4% Series G Cumulative Redeemable Preferred,PLDPRS,FINANCE,REAL ESTATE & REITS
12643,PS Business Parks Inc 7 Preferred H,PSBPRH,FINANCE,REAL ESTATE & REITS
12644,Regency Centers Corp. 6.70% Dep Shares Series 5 Cumul Redeem Preferred Stock,REGPRE,FINANCE,REAL ESTATE & REITS
12645,Tanger Factory Outlet Centers 7.50% Class C Preferred Shares,SKTPRC,FINANCE,REAL ESTATE & REITS
12646,Vornado Realty Trust 7.00% Series E Cumulative Redeemable Preferred Shares,VNOPRE,FINANCE,REAL ESTATE & REITS
12647,Vornado Realty Trust 6.75% Series H Cumul Redeem Preferred Shares,VNOPRH,FINANCE,REAL ESTATE & REITS
12648,Weingarten Realty Investors 6.75% Depositary Shares,WRIPRD,FINANCE,REAL ESTATE & REITS
12649,E.I.I. International Property Instl,EIIPX,MUTUAL FUND,GLOBAL REAL ESTATE
12650,Apartment Investment & Management 8.00% Class V Cumul Preferred Stock,AIVPRV,FINANCE,REAL ESTATE & REITS
12651,APT INV & MGMT9.375G,AIV-PG1,"",""
12652,Consolidated Edison Co. of NY $5.00 Cumul Preferred Stock,EDPRC,UTILITIES AND TELECOMMUNICATIONS,UTILITIES - MULTILINE
12653,HSBC Finance Corp B,HSFC+B1,FINANCE,FINANCE
12654,Prudential Financial Inc. Inflation-Linked Retail Medium-Term Notes due 4/10/2018,PFK,FINANCE,INSURANCE
12655,SLM Corp. CPI-Linked Medium Term Notes Series A 2017,OSM,FINANCE,GENERAL FINANCE
12656,MS Structured Asset SATURNS 2005-03 7.00% Limited Brands Inc,HJR,FINANCE,GENERAL FINANCE
12657,Vornado Realty Trust 6.625% Series G Cumul Redeem Preferred Shares,VNOPRG,REAL ESTATE,REAL ESTATE MANAGEMENT & DEVELOPMENT
12658,Deltagen Inc,DGEN,HEALTH CARE,BIOTECHNOLOGY & LIFE SCIENCES
12659,First National Bank Alaska,FBAK,FINANCE,BANKS
12660,Hershey Creamery Co,HRCR,CONSUMER STAPLES,FOOD PRODUCTS
12661,Hugoton Gas Trust Unit,HUGT,ENERGY,OIL & GAS PRODUCERS
12662,LEXCOM Inc. Class B,LXCMB,COMMUNICATIONS,""
12663,Pan American Bank (Los Angeles CA),PAMB,FINANCE,FINANCE
12664,Pioneer Railcorp,PRRR,TRANSPORTS,RAILROADS
12665,STAR Telecommunications Inc,STRXQ,COMMUNICATIONS,""
12666,Alsea SA,ALSSF,CONSUMER DISCRETIONARY,RESTAURANTS
12667,Acciona SA ADR,ACXIF,UTILITIES AND TELECOMMUNICATIONS,UTILITIES - ELECTRIC
12668,Arcadis NV ADR,ARCAY,INDUSTRIALS,CONSTRUCTION & ENGINEERING
12669,Bayerische Motoren Werke (BMW) AG Ordinary,BAMXF,CONSUMER DISCRETIONARY,AUTOMOBILES AND MOTORCYCLES
12670,Babcock & Brown Environmental Corp,BBEVF,ENERGY,ENERGY PRODUCERS
12671,AES Tiete SA Preferred ADR,AESYY,COMMUNICATIONS,TELEPHONE
12672,Canadian Apartment Properties REIT,CDPYF,REAL ESTATE,REAL ESTATE MANAGEMENT & DEVELOPMENT
12673,CONCORDIA PAPER HLDG,CPLNY,"",""
12674,Fortum OYJ Ordinary,FOJCF,UTILITIES AND TELECOMMUNICATIONS,UTILITIES - ELECTRIC
12675,THE BANK OF GREENLAND A/S NUUK,GRLA:CPH1,"",""
12676,Grupo Modelo S.A. de C.V. ADR,GPMCY,CONSUMER STAPLES,BEVERAGES
12677,Johnson Matthey PLC Ordinary ADR,JMPLF,MATERIALS,CHEMICALS
12678,MERRILL L.N.EN. ORD 5P,MLGYF,"",""
12679,Northview Apartment Real Estate Investment Trust,NPRUF,REAL ESTATE,REAL ESTATE MANAGEMENT & DEVELOPMENT
12680,OKO BANK A,OKOBF,"",""
12681,PNOC ENERGY DEV,PNOEF,"",""
12682,PRT Forest Regeneration Income Fund,PFSRF,MATERIALS,PAPER & PACKAGING
12683,PT Kalbe Farma Tbk Foreign Ordinary,PTKFF,HEALTH CARE,HEALTH CARE SUPPLIES
12684,PT Unilever Indonesia TBK Ordinary,UNLRF,CONSUMER STAPLES,PERSONAL PRODUCTS
12685,Polyus Gold OJSC ADR,OPYGY,MATERIALS,GOLD & SILVER
12686,Global PVQ SE,QCLSF,INDUSTRIALS,ELECTRICAL EQUIPMENT
12687,Spirax Sarco plc Ordinary,SPXSF,INDUSTRIALS,CONSTRUCTION & ENGINEERING
12688,Surgutneftegaz OAO ADR,SGTPY,ENERGY,OIL & GAS PRODUCTION
12689,Templeton BRIC A,TABRX,MUTUAL FUND,DIVERSIFIED EMERGING MKTS
12690,SEVEN WEST MEDIA LTD ORD SHS (AUS),WANHF,"",""
12691,Westshore Terminals Income Fund,WTSHF,TRANSPORTS,SHIPPING
12692,United States 12 Month Oil Fund LP,USL,ENERGY,OIL & GAS PRODUCTION
12693,CHESTATEE BANCSHARES,CBNR,"",""
12694,Kinbauri Gold Corp,KINBF,MATERIALS,MATERIALS
12695,Thomasville Bancshares Inc,THVB,FINANCE,BANKS
12696,EVERGREEN MUNICIPAL BOND FD CL  I,EKEYX,MUTUAL FUND,MUNI NATIONAL LONG
12697,Janus Henderson European Focus Fund-Class T Shares,HFETX,MUTUAL FUND,EUROPE STOCK
12698,Sentinel Government Securities I,SIBWX,MUTUAL FUND,INTERMEDIATE GOVERNMENT
12699,Janus Henderson Global Equity Income Fund-Class T Shares,HFQTX,MUTUAL FUND,WORLD STOCK
12700,Longleaf Partners Small-Cap Fund,LLSCX,MUTUAL FUND,MID-CAP BLEND
12701,THRIVENT MID CAP GROWTH FUND-Class S,TMCGX,MUTUAL FUND,SMALL GROWTH
12702,AT&T Latin America Corp,ATTL,COMMUNICATIONS,""
12703,NORTHAIR SILVER CORP (CANADA),INNHF,"",""
12704,MARINE MGMT SYS INC,MMSY,INFORMATION TECHNOLOGY,SOFTWARE
12705,SAP SE,SAPGF,INFORMATION TECHNOLOGY,SOFTWARE
12706,Toth Aluminum Corp,TOTH,MATERIALS,INDUSTRIAL METALS & MATERIALS
12707,Continental Airlines Finance Trust II 6.0% Conv Preferred Sec TIDES,CIRFP,TRANSPORTS,TRANSPORTS
12708,Newell Financial Trust I 5 1/4% Convertible QUIPS,NEFIO,CONSUMER DISCRETIONARY,HOUSEHOLD DURABLES
12709,United Rentals Trust I 6 1/2% QUIPS Convertible Preferred Securities,URIRP,INDUSTRIALS,COMMERCIAL SERVICES & SUPPLIES
12710,EvergreenBancorp Inc,EVGGQ,FINANCE,BANKS & THRIFTS
12711,American Business Bank,AMBZ,FINANCE,BANKS
12712,Aquentium Inc,AQNM,CONSUMER DISCRETIONARY,HOUSEHOLD DURABLES
12713,COMMUNITY SOUTHN WT,CMUYW,"",""
12714,First Seismic Corp. (TX),FSEI,ENERGY,ENERGY EQUIPMENT & SERVICES
12715,Frontera Resources Corp,FRTE,ENERGY,ENERGY
12716,Invesco S&P 500 Equal Weight Health Care ETF,RSPH,HEALTH CARE,""
12717,VTEX Energy Inc,VXEN,ENERGY,ENERGY
12718,RELIANCE ENERGY LTD OTC,RELEY,"",""
12719,Allspring Asset Allocation Fund-Institutional Class,EAAIX,MUTUAL FUND,WORLD ALLOCATION
12720,Janus Twenty T,JAVLX,MUTUAL FUND,LARGE GROWTH
12721,The Merger Fund-Class I,MERIX,MUTUAL FUND,MARKET NEUTRAL
12722,Energy Services of America Corp,ESA-U1,INDUSTRIALS,CONSTRUCTION & ENGINEERING
12723,Energy Services of America Corp,ESA-WT1,"",""
12724,First Trust Strategic High Income Fund III,FHO,FINANCE,GENERAL FINANCE
12725,Main Street Capital Corporation,MAIN,FINANCE,GENERAL FINANCE
12726,ProShares Ultra Consumer Staples,UGE,CONSUMER DISCRETIONARY,""
12727,Alliance Bancshares (CA),ABNS,FINANCE,BANKS & THRIFTS
12728,EMPIRE ENERGY,EEGCE,ENERGY,ENERGY PRODUCERS
12729,Prudential PLC,PUKPF,FINANCE,INSURANCE
12730,Janus Henderson Global Research Fund-Class T Shares,JAWWX,MUTUAL FUND,WORLD STOCK
12731,Loomis Sayles Investment Grade Bond Fund-Admin Class,LIGAX,MUTUAL FUND,INTERMEDIATE-TERM BOND
12732,Loomis Sayles Investment Grade Bond Fund-Class Y,LSIIX,MUTUAL FUND,INTERMEDIATE-TERM BOND
12733,Neuberger Berman Genesis Fund-Trust Class,NBGEX,MUTUAL FUND,MID-CAP GROWTH
12734,Templeton Foreign Fund-Advisor Class,TFFAX,MUTUAL FUND,FOREIGN LARGE VALUE
12735,VANGUARD ENERGY FUND-Investor Shares,VGENX,MUTUAL FUND,EQUITY ENERGY
12736,VANGUARD HEALTH CARE FUND-Admiral Shares,VGHAX,MUTUAL FUND,HEALTH
12737,Pacific Internet Ltd,PCNTF,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
12738,Duke Realty Corp. 6.60% Dep Shares Series L Cumul Preferred Shares,DRE+L1,FINANCE,REAL ESTATE & REITS
12739,Public Storage Inc. 6.75% Dep Shares Cumul Preferred Stock Series L,PSAPRL,FINANCE,REAL ESTATE & REITS
12740,Realty Income Corp. 6.75% Class E Cumul Redeem Preferred Stock,O+E1,FINANCE,REAL ESTATE & REITS
12741,BlackRock New Jersey Investment Quality Municipal Trust,RNJ,FINANCE,GENERAL FINANCE
12742,Blackrock FL Municipal 2020 Term Trust,BFO,FINANCE,GENERAL FINANCE
12743,BlackRock MuniYield Investment Quality Fund,MFT,FINANCE,GENERAL FINANCE
12744,Delaware Investments Global Dividend and Income Fund Inc,DGF,FINANCE,GENERAL FINANCE
12745,Eaton Vance Ohio Municipal Income Trust,EVO,FINANCE,GENERAL FINANCE
12746,Hecla Mining Co. $3.50 Series B Cumulative Convertible Preferred Stock,HLPRB,MATERIALS,GOLD & SILVER
12747,NTS Realty Holdings LP,NLP,FINANCE,REAL ESTATE & REITS
12748,Nuveen Municipal Income Fund,NMI,MUTUAL FUND,GENERAL FINANCE
12749,Nuveen Ohio Dividend Advantage Municipal Fund 3,NVJ,FINANCE,GENERAL FINANCE
12750,Univrsty BanCorp,UNIB,FINANCE,BANKS
12751,British Land Co plc,BTLCY,REAL ESTATE,REAL ESTATE MANAGEMENT & DEVELOPMENT
12752,Global Self Storage Inc,SELF,FINANCE,GENERAL FINANCE
12754,Claymore/Clear Global Vaccine Index ETF,JNR,HEALTH CARE,BIOTECHNOLOGY & LIFE SCIENCES
12755,Claymore/KLD Sudan Free Large-Cap Core ETF,KSF,FINANCE,GENERAL FINANCE
12756,Pluri Inc,PLUR,HEALTH CARE,BIOTECHNOLOGY & LIFE SCIENCES
12757,PowerShares International Listed Private Equity Portfolio,PFP,FINANCE,GENERAL FINANCE
12758,Blue Valley Ban Corp,BVBC,FINANCE,BANKS
12759,COMPUSONICS CORP,CMPU,"",""
12760,C.P. Pokphand Co. Ltd. ADR,CPKPY,CONSUMER STAPLES,FOOD PRODUCTS
12761,Golden Meditech Holdings Ltd,GMDTF,HEALTH CARE,BIOTECHNOLOGY & LIFE SCIENCES
12762,OTR Express Inc,OTR,TRANSPORTS,TRUCKING
12763,POWERLOCK INTL CORP,PWLK,"",""
12764,ReGen Biologics Inc,RGBI,HEALTH CARE,MEDICAL INSTRUMENTS & SUPPLIES
12765,RISCORP INC ESCROW C,RISOR,"",""
12766,TACK FAT GRP INTL LT,TAGFF,"",""
12767,Boston Private Capital Trust I,BNPVP,FINANCE,GENERAL FINANCE
12768,Boston Pizza Royalties Income Fund,BPZZF,CONSUMER DISCRETIONARY,RESTAURANTS
12769,T. Rowe Price New Era Fund,PRNEX,MUTUAL FUND,NATURAL RESOURCES
12770,ALPHA SEC GRP WTS,HDS-WT1,"",""
12771,ChinaCast Education Corporation Warrant,CASTWT,CONSUMER DISCRETIONARY,CONSUMER SERVICES
12772,DEKANIA CP WTS,DEK-WT1,"",""
12773,Equity Media Hldings Corporati,EMDAW,"",""
12774,FIRST AMERN BANK COR,FAHI,"",""
12775,ERHC ENERGY INC,ERHE,ENERGY,ENERGY PRODUCERS
12776,Lifestore Financial Group Inc,LSFG,FINANCE,BANKS
12777,Virtus NFJ Small-Cap Value Fund-C,PCVCX,MUTUAL FUND,SMALL VALUE
12778,Columbia Acorn USA-Institutional Class,AUSAX,MUTUAL FUND,SMALL GROWTH
12779,Nuveen Real Estate Securities Fund-Class R6,FREGX,MUTUAL FUND,REAL ESTATE
12780,Goldman Sachs U.S. Equity Insights Fund-Class P Shares,GSEPX,MUTUAL FUND,LARGE BLEND
12781,PIMCO All Asset Fund-Class I-3,PAANX,MUTUAL FUND,WORLD ALLOCATION
12782,SIMT Mid-Cap Fund-Class I,SIPIX,MUTUAL FUND,MID-CAP BLEND
12783,VANGUARD EMERGING MARKETS STOCK INDEX FUND-Institutional Shares,VEMIX,MUTUAL FUND,DIVERSIFIED EMERGING MKTS
12784,Embryo Development Corp,EMBR,"",""
12785,Kiwibox.Com Inc,KIWB,INFORMATION TECHNOLOGY,SOFTWARE
12787,Gabriel Technologies Corp,GWLKQ,INDUSTRIALS,MACHINERY
12788,INTL OIL & GAS NEW,IOGC,"",""
12789,Intrusion Inc,INTZ,INFORMATION TECHNOLOGY,SOFTWARE
12790,Schimatic Cash Transactions Network.com Inc,SCTN,INFORMATION TECHNOLOGY,SOFTWARE
12791,ING International Value A,NIVAX,MUTUAL FUND,FOREIGN LARGE VALUE
12792,Hodges Fund-Institutional Class,HDPIX,MUTUAL FUND,MID-CAP BLEND
